21.53285	1.74841	
22.47720	0.18574	
22.55868	0.07254	
22.81145	0.1322	
24.89544	0.44669	
25.20052	0.22535	
25.58337	0.16718	
25.81737	0.25758	
27.01650	0.0778	
27.06057	0.63718	
27.17557	0.16276
27.20382	0.10107
27.64200	0.54899
27.66910	0.12256
27.87112	0.27983
28.30983	0.30201
28.52920	0.70895
28.70733	0.11293
28.75966	0.13324
28.78388	0.21934
28.83055	0.41364
29.34562	2.67661
29.46059	0.49385
29.78302	0.24648
29.87636	0.08372
29.98257	0.96274
30.22221	3.60083
30.33332	0.31527
30.38563	0.11962
30.50242	0.32646
30.53457	0.37675
30.54619	0.1349
30.62588	1.47303
30.91290	2.74081
30.94195	0.42049
31.22094	0.7517
31.71294	0.17805
31.79243	0.20942
31.83748	0.58919
32.05630	0.2605
32.15305	0.09725
32.15959	0.20193
32.18596	1.69019
32.22098	0.17376
32.33532	0.26805
32.58685	0.36877
32.75276	0.13696
32.75452	0.14513
32.83076	0.10893
32.83110	0.30789
32.83922	0.12192
32.87290	0.13107
33.17771	0.27331
33.30782	0.52477
33.47521	0.18667
33.47521	0.18667
33.53869	0.12648
33.56658	0.39373
33.73994	0.69117
34.11643	2.21755
34.12536	0.22455
34.28483	0.19503
34.37059	0.47025
34.37059	0.47025
34.38566	0.3697
34.42135	0.89739
34.80540	0.41052
34.80540	0.41052
34.90123	0.28919
35.20712	0.47259
35.21018	0.12498
35.53479	6.22864
35.76508	0.33436
35.95099	0.13878
35.99360	0.12797
36.12391	0.95709
36.33923	0.37719
36.36883	0.15598
36.61768	0.31645
36.85707	0.25473
36.88564	0.37166
36.89743	3.24971
37.01817	0.27081
37.04149	0.10509
37.04149	0.10509
37.04149	0.10509
37.19559	0.15481
37.28687	1.54247
37.31589	0.49094
37.42764	0.2333
37.53204	0.1182
37.58740	0.3042
37.70107	0.11761
37.74342	1.18746
37.94756	0.16744
38.03748	0.10503
38.07395	0.69691
38.13319	0.15699
38.13319	0.15699
38.22589	0.21615
38.23653	0.31249
38.23659	1.21566
38.41437	0.34355
38.66678	0.15605
38.70279	0.23305
38.79344	0.83649
39.01947	0.5966
39.04036	0.85338
39.20235	0.10422
39.35338	0.57814
39.36532	0.5021
39.37726	0.56237
39.58347	0.20411
39.72739	0.39637
39.85372	0.30726
39.96614	0.09547
40.07452	0.53265
40.29128	0.2471
40.40447	0.14805
40.64381	0.17318
40.70278	0.1407
40.77821	0.46039
40.84792	1.20995
40.92324	0.1217
41.06946	0.48146
41.25503	0.22423
41.28350	0.50354
41.42606	0.90526
41.44084	0.52759
41.54394	0.13781
41.60043	0.41473
41.61667	0.36451
41.65195	0.14326
41.69055	0.20481
41.83714	4.06867
41.85267	0.35255
41.94363	0.48566
42.01819	0.38205
42.05244	0.23896
42.20314	0.13081
42.20671	0.77918
42.36382	0.19871
42.37265	0.15636
42.43102	0.22
42.53157	0.30328
42.66771	0.44639
42.74002	0.20744
42.74510	0.53141
42.86195	0.54672
42.96098	0.57142
42.99481	0.35246
43.01061	0.26734
43.04534	0.3154
43.04931	3.035
43.08998	4.23474
43.08998	4.23474
43.10488	0.5097
43.10488	0.5097
43.18316	0.15094
43.18579	0.32719
43.19717	0.67754
43.19717	0.67754
43.20174	0.90036
43.57211	0.29172
43.67221	0.20529
43.87348	0.31773
43.98170	0.16222
44.15488	0.30204
44.17351	1.00392
44.20349	0.16518
44.36560	0.37588
44.43410	0.36597
44.45507	0.16333
44.71048	0.14501
44.79682	2.11042
44.86387	0.20627
44.88093	1.13627
44.95706	0.34219
45.01950	0.19505
45.07169	0.47114
45.23549	0.18869
45.24548	0.61874
45.33157	0.12524
45.45808	0.32821
45.45808	0.32821
45.51164	0.21725
45.58325	0.10524
45.61954	0.31053
45.62644	0.22127
45.63409	0.42164
45.63691	0.31281
45.68700	0.14627
45.80872	0.49951
45.90682	1.10016
45.92884	0.12033
45.96428	1.39672
46.20005	0.23383
46.20699	0.39204
46.29741	0.09894
46.30480	0.14691
46.33106	1.31497
46.39971	0.20944
46.42609	0.32016
46.43228	0.23267
46.45223	0.23821
46.46719	0.14504
46.63223	0.56945
46.72596	0.14968
46.73850	0.37419
47.01639	0.20831
47.04946	0.42958
47.06233	0.12376
47.09993	0.4103
47.20013	0.21114
47.21386	0.21616
47.24825	0.61296
47.26579	2.16914
47.27657	0.26778
47.30081	0.41701
47.36689	0.85804
47.40161	2.27638
47.67060	0.15247
47.82078	0.21144
47.82078	0.21144
47.84524	3.72763
47.85101	0.10967
47.86198	0.5522
47.88610	0.23363
47.89799	0.28091
47.95849	0.15336
47.96970	0.4073
48.09674	0.10332
48.09674	0.10332
48.17508	0.20534
48.19444	0.08975
48.19977	0.2956
48.28069	0.13793
48.32553	0.69887
48.42971	0.20289
48.47529	0.23803
48.52131	0.40304
48.59856	0.24047
48.67233	1.02068
48.68103	0.28565
48.75050	0.39653
48.83267	0.40935
48.91986	1.86426
49.19505	0.44996
49.42049	0.20054
49.50646	0.14838
49.55516	0.58045
49.63639	0.3856
49.66386	1.13944
49.66791	0.19745
49.66791	0.19745
49.75868	0.1419
49.80168	0.17491
49.85402	0.24496
49.88890	0.69947
50.25983	0.72739
50.32273	0.79872
50.36748	1.27618
50.38364	1.22159
50.46428	0.46998
50.64101	0.84568
50.64850	0.89908
50.67537	1.45553
